epoch,task_num,valid_loss,valid_acc
0,1,0.7229054946899414,0.8832333333333333
1,1,0.5881810371716817,0.91245
2,1,0.5285653521855672,0.9254333333333333
3,1,0.48330301593144737,0.9363
4,1,0.4521897981007894,0.9419833333333333
5,1,0.42774019017219544,0.9462833333333334
6,1,0.3983809770266215,0.9533333333333334
7,1,0.38260773318608604,0.9566166666666667
8,1,0.368580490732193,0.9599666666666666
9,1,0.35347316932678224,0.9633166666666667
10,1,0.34351337763468426,0.9658
11,1,0.337126026614507,0.9673
12,1,0.3333519777456919,0.9677833333333333
13,1,0.32578064579963684,0.9683666666666667
14,1,0.3170808601697286,0.9712
15,1,0.31336306041081746,0.9721
16,1,0.30830037622451784,0.9722
17,1,0.30595416294733685,0.9727666666666667
18,1,0.2979539443651835,0.9742166666666666
19,1,0.29224411640167236,0.97485
20,1,0.28998856137593587,0.9745333333333334
21,1,0.2834148449897766,0.9767166666666667
22,1,0.2806010765393575,0.9779666666666667
23,1,0.2808226724624634,0.97645
24,1,0.275423455174764,0.9777
25,1,0.273923121547699,0.97885
26,1,0.27180155692100527,0.9783833333333334
27,1,0.2687004761060079,0.9778166666666667
28,1,0.2653036551475525,0.9791333333333333
29,1,0.26426651474634805,0.9796
30,1,0.2628168178399404,0.9796333333333334
31,1,0.2587362863858541,0.9800166666666666
32,1,0.2577960930983226,0.9805833333333334
33,1,0.25515084511439007,0.9806333333333334
34,1,0.2540815636952718,0.98055
35,1,0.2527965511322022,0.9808666666666667
36,1,0.2510379329522451,0.98115
37,1,0.2485165252685547,0.9818166666666667
38,1,0.24790825119018556,0.9813666666666667
39,1,0.24634472983678182,0.9815833333333334
40,1,0.24702081049283345,0.9819666666666667
41,1,0.24317123069763183,0.98195
42,1,0.24141456378300985,0.9826
43,1,0.24189237513542175,0.9824666666666667
44,1,0.24281337070465087,0.98175
45,1,0.24121579306920368,0.98225
46,1,0.23794528640111287,0.9836333333333334
47,1,0.2354549330552419,0.9829666666666667
48,1,0.23732601852416993,0.9834666666666667
49,1,0.23361213375727335,0.9842
50,1,0.2346814336458842,0.9825666666666667
51,1,0.23123055262565612,0.9838166666666667
52,1,0.23265344325701395,0.9836833333333334
53,1,0.23231184492111207,0.9841833333333333
54,1,0.23133901831309,0.98395
55,1,0.2281786851565043,0.98405
56,1,0.23065896631876628,0.9842166666666666
57,1,0.22836516755421957,0.9846166666666667
58,1,0.23067860247294109,0.9850666666666666
59,1,0.22876489639282227,0.9848
60,1,0.22758297192255655,0.98455
61,1,0.22802554149627685,0.9846833333333334
62,1,0.22834367106755574,0.98505
63,1,0.22820720903078714,0.9851833333333333
64,1,0.22817025260925292,0.9847666666666667
65,1,0.2256877810160319,0.98465
66,1,0.22475599910418192,0.9849666666666667
67,1,0.22555086420377096,0.9852166666666666
68,1,0.22509134082794188,0.9856166666666667
69,1,0.2264061957359314,0.9854
70,1,0.22393338804244994,0.98565
71,1,0.22323674654960632,0.98585
72,1,0.2223733770529429,0.9859833333333333
73,1,0.2223120543638865,0.98525
74,1,0.22403808015187582,0.9860333333333333
75,1,0.2214118202527364,0.9861833333333333
76,1,0.22153978339831035,0.9860166666666667
77,1,0.22169922943115233,0.9860333333333333
78,1,0.22049669664700827,0.98615
79,1,0.2179462348461151,0.9864166666666667
80,1,0.21812626876831054,0.9871166666666666
81,1,0.21881300347646077,0.9860833333333333
82,1,0.219005002784729,0.9861166666666666
83,1,0.2200547715028127,0.9863833333333333
